timestamp,age,gender,city,seniority_level,position,experience,main_technology,main_language,company_size,company_type,company_business_sector,salary_last_year,net_salary
04.12.2019 11:31:03,28.0,Female,Frankfurt,Junior,other,1,PHP,Deutsch,10-50,Startup,Telecom,0.0,36000.0
04.12.2019 11:44:46,25.0,Male,Karlsruhe,Middle,Machine Learning Engineer,4,Kotlin,Deutsch,10-50,Consulting / Agency,IT,52200.0,52201.0
04.12.2019 11:57:27,0.0,Male,Berlin,Lead,Backend Developer,7,Java,English,1000+,Product,Finance / Insurance,0.0,130000.0
04.12.2019 11:58:34,0.0,Female,Hamburg,Middle,Frontend Developer,3,Javascript / Typescript,Deutsch,100-1000,Product,0,0.0,64000.0
04.12.2019 12:06:12,0.0,Male,Berlin,Senior,Data Scientist,7,R,English,50-100,Startup,0,0.0,136000.0
04.12.2019 12:19:20,31.0,Male,Munich,Senior,SAP Consultant,8,Not Relevant,English,1000+,Product,IT,110000.0,130000.0
04.12.2019 12:22:59,27.0,Male,Munich,Junior,Software Architect,3,Not Relevant,English,1000+,Product,Manufacture,56000.0,55000.0
04.12.2019 13:11:39,28.0,Male,Munich,Senior,Frontend Developer,5,Javascript / Typescript,English,100-1000,Product,Finance / Insurance,52000.0,57000.0
04.12.2019 13:12:49,32.0,Male,Frankfurt,Middle,Data Scientist,3,Python,Deutsch,1000+,Product,Health,74000.0,80500.0
04.12.2019 13:36:18,28.0,Female,London,Middle,Business Analyst,3,SQL,English,10-50,Product,Gaming,0.0,48000.0
04.12.2019 13:47:38,29.0,Male,Berlin,Middle,Data Scientist,4,Python,English,1000+,Product,Finance / Insurance,95000.0,68000.0
04.12.2019 13:47:57,37.0,Male,Berlin,Middle,QA,6,Java,English,50-100,Product,Finance / Insurance,55000.0,65000.0
04.12.2019 13:52:07,34.0,Male,Munich,Senior,Manager,12,Not Relevant,English,1000+,Product,IT,132000.0,122500.0
04.12.2019 13:53:20,29.0,Male,Munich,Junior,Data Scientist,2,Python,Deutsch,10-50,Startup,Finance / Insurance,0.0,55000.0
04.12.2019 13:57:23,30.0,Male,Hamburg,Senior,Data Engineer,3,Python,English,100-1000,Product,Marketing,45000.0,60000.0
04.12.2019 13:58:52,24.0,Male,Amsterdam,Senior,Machine Learning Engineer,3,Python,English,10-50,Startup,Scientific Activities,0.0,75125.0
04.12.2019 14:08:28,26.0,Male,Moscow,Middle,Data Scientist,3,R,English,1000+,Consulting / Agency,Finance / Insurance,23002.0,58001.0
04.12.2019 14:13:07,28.0,Male,Hamburg,Middle,Machine Learning Engineer,4,Python,English,100-1000,Consulting / Agency,IT,0.0,70001.0
04.12.2019 14:17:52,25.0,Male,Munich,Junior,Data Scientist,1,Python,English,100-1000,Product,Finance / Insurance,0.0,53300.0
04.12.2019 14:23:07,39.0,Male,Munich,Senior,Data Scientist,13,Python,English,100-1000,Product,Transport,0.0,195000.0
04.12.2019 14:25:55,35.0,Male,Frankfurt,Senior,Software Architect,12,AWS,Deutsch,1000+,Consulting / Agency,IT,84000.0,77000.0
04.12.2019 14:26:50,36.0,Male,Berlin,Middle,Data Scientist,4,Python,Deutsch,10-50,Consulting / Agency,Agriculture,53000.0,58000.0
04.12.2019 14:30:56,35.0,Male,Munich,Senior,Network Engineer,12,Not Relevant,Deutsch,up to 10,Consulting / Agency,0,56600.0,75500.0
04.12.2019 14:38:15,30.0,Female,London,Junior,Data Engineer,3,Azure,English,1000+,Product,Energy,67000.0,61000.0
04.12.2019 14:44:01,39.0,Male,Warsaw,Senior,Researcher,15,SAS,English,100-1000,Product,Health,20002.0,22001.0
04.12.2019 14:45:01,31.0,Male,Berlin,Senior,Manager,10,Java,English,1000+,Startup,Сommerce,0.0,128000.0
04.12.2019 14:45:10,31.0,Male,Berlin,Senior,Manager,10,Java,English,1000+,Startup,Сommerce,0.0,128000.0
04.12.2019 14:46:11,29.0,Female,Berlin,Middle,Product Manager,7,Not Relevant,English,100-1000,Product,Transport,0.0,72800.0
04.12.2019 14:51:04,33.0,Male,Munich,Senior,Data Scientist,11,Python,English,50-100,Product,Сommerce,65000.0,67501.0
04.12.2019 14:51:22,0.0,Male,Berlin,Senior,Data Scientist,6,Python,Deutsch,100-1000,Product,0,108000.0,106000.0
04.12.2019 14:56:16,31.0,Male,Stuttgart,Senior,Data Engineer,3,Python,Russian,1000+,Bodyshop / Outsource,Real Estate,0.0,20000.0
04.12.2019 14:58:30,26.0,Male,Berlin,Middle,Machine Learning Engineer,3,Python,English,10-50,Product,Health,46000.0,46000.0
04.12.2019 15:01:17,33.0,Male,Berlin,Senior,Backend Developer,8,Python,English,100-1000,Product,Software Development,70000.0,85000.0
04.12.2019 15:02:22,29.0,Male,Berlin,Junior,Frontend Developer,1,Javascript / Typescript,English,1000+,Consulting / Agency,0,0.0,74000.0
04.12.2019 15:10:37,35.0,Female,Berlin,Senior,Data Scientist,10,Python,English,100-1000,Startup,0,110000.0,140000.0
04.12.2019 15:11:24,34.0,Male,Munich,Middle,Manager,7,Not Relevant,English,100-1000,Product,Сommerce,84000.0,105600.0
04.12.2019 15:14:32,29.0,Female,Berlin,Middle,Frontend Developer,4,Javascript / Typescript,English,1000+,Startup,Сommerce,0.0,52000.0
04.12.2019 15:15:47,22.0,Male,London,Senior,"CTO (CEO, CFO)",3,Not Relevant,English,50-100,Startup,Advertising,30000.0,75000.0
04.12.2019 15:15:52,32.0,Male,Berlin,Senior,Data Engineer,12,AWS,English,100-1000,Startup,Transport,60000.0,80000.0
04.12.2019 15:17:38,32.0,Male,Nuremberg,Middle,Data Scientist,2,Python,English,1000+,Consulting / Agency,Marketing,0.0,54100.0
04.12.2019 15:23:26,31.0,Male,Munich,Senior,SRE,10,Azure,Deutsch,100-1000,Consulting / Agency,Finance / Insurance,79800.0,78000.0
04.12.2019 15:24:29,29.0,Male,Hannover,Middle,Data Scientist,4,Python,Deutsch,1000+,Product,Finance / Insurance,53000.0,60500.0
04.12.2019 15:49:39,30.0,Male,Hamburg,Senior,Data Scientist,6,Python,English,100-1000,Product,Gaming,68000.0,68000.0
04.12.2019 15:56:52,30.0,Male,Berlin,Middle,Data Engineer,9,Python,English,100-1000,Product,Finance / Insurance,0.0,68000.0
04.12.2019 16:00:51,29.0,Male,Berlin,Middle,Data Engineer,5,AWS,English,100-1000,Startup,Сommerce,0.0,70000.0
04.12.2019 16:02:43,30.0,Male,Berlin,Senior,Data Scientist,5,Python,Deutsch,1000+,0,0,65000.0,90000.0
04.12.2019 16:08:48,43.0,Male,Hamburg,Senior,Software Architect,15,Java,English,up to 10,Startup,Transport,74000.0,54000.0
04.12.2019 16:27:54,34.0,Male,Paris,Senior,Data Scientist,9,Python,French,10-50,Startup,0,62000.0,75000.0
04.12.2019 16:33:24,38.0,Male,Berlin,Senior,Data Scientist,4,Python,English,100-1000,Startup,Transport,0.0,65000.0
04.12.2019 16:33:28,26.0,Male,Stuttgart,Middle,Data Engineer,3,Python,English,1000+,Product,Scientific Activities,0.0,67200.0
04.12.2019 16:34:18,38.0,Male,Hannover,Senior,Data Scientist,5,R,Deutsch,100-1000,Consulting / Agency,0,0.0,102000.0
04.12.2019 16:50:30,28.0,Female,London,Senior,Data Scientist,7,Python,English,1000+,Consulting / Agency,Finance / Insurance,65000.0,120000.0
04.12.2019 16:50:32,30.0,Male,Berlin,Senior,"CTO (CEO, CFO)",11,Kotlin,English,10-50,Startup,Telecom,80000.0,75000.0
04.12.2019 17:13:51,34.0,Male,Cologne,Middle,Data Scientist,8,R,English,1000+,Product,Health,78000.0,88000.0
04.12.2019 17:17:22,0.0,Male,Berlin,Senior,Data Scientist,8,Python,English,100-1000,Product,0,0.0,137000.0
04.12.2019 17:17:26,29.0,Male,Berlin,Middle,Data Scientist,2,R,French,100-1000,Product,Automotive,53002.0,56001.0
04.12.2019 17:57:35,26.0,Male,Berlin,Junior,Researcher,1,Python,English,1000+,University,Scientific Activities,30000.0,40002.0
04.12.2019 18:01:15,30.0,Male,Kyiv,Senior,DevOps,8,Azure,English,1000+,Bodyshop / Outsource,0,0.0,140000.0
04.12.2019 18:05:07,28.0,Male,Berlin,Lead,Software Architect,10,Not Relevant,English,1000+,Product,Software Development,105000.0,185000.0
04.12.2019 18:09:55,49.0,Male,Milan,Senior,Manager,24,Not Relevant,Italian,100-1000,Product,IT,135000.0,140001.0
04.12.2019 18:11:32,33.0,Male,Berlin,Senior,Machine Learning Engineer,11,Python,English,100-1000,Product,Real Estate,81000.0,78000.0
04.12.2019 18:13:21,20.0,Male,Kyiv,Junior,Machine Learning Engineer,1,Python,Russian,10-50,Startup,Сommerce,0.0,15800.0
04.12.2019 18:27:33,35.0,Male,Hamburg,Senior,Backend Developer,10,Java,English,1000+,Product,Transport,48000.0,62000.0
04.12.2019 18:27:49,26.0,Male,Odesa,Senior,Data Scientist,3,Python,Russian,100-1000,Bodyshop / Outsource,Telecom,25000.0,45000.0
04.12.2019 18:30:51,31.0,Male,Berlin,Senior,Data Engineer,6,Python,English,100-1000,Product,Automotive,60000.0,75000.0
04.12.2019 18:35:04,33.0,Female,Berlin,Junior,Researcher,8,Python,English,1000+,Product,Сommerce,0.0,54000.0
04.12.2019 18:59:18,31.0,Male,Munich,Senior,Software Engineer,11,C/C++,English,100-1000,Product,0,103000.0,120000.0
04.12.2019 19:01:34,0.0,Male,Berlin,Lead,Data Scientist,10,Python,English,1000+,Product,0,0.0,150000.0
04.12.2019 19:11:17,28.0,Male,Paris,Middle,Fullstack Developer,3,Java,French,1000+,Consulting / Agency,Software Development,0.0,40400.0
04.12.2019 19:13:07,36.0,Male,Berlin,Senior,DevOps,15,AWS,English,50-100,Startup,Finance / Insurance,68000.0,85000.0
04.12.2019 19:19:26,0.0,Male,Hamburg,Junior,Backend Developer,18,Python,English,1000+,Product,Agriculture,0.0,0.0
04.12.2019 19:38:28,39.0,Male,Berlin,Senior,Data Engineer,10,Python,English,1000+,Product,Transport,81600.0,82500.0
04.12.2019 19:56:40,27.0,Female,Düsseldorf,Junior,Data Scientist,1,R,English,1000+,Product,Tourism,0.0,45000.0
04.12.2019 20:06:49,26.0,Male,Berlin,Middle,Backend Developer,6,Java,English,1000+,Product,Сommerce,0.0,90000.0
04.12.2019 20:07:34,30.0,Male,Berlin,Middle,Data Scientist,2,Python,English,1000+,Consulting / Agency,0,60000.0,60000.0
04.12.2019 20:11:12,0.0,Male,Berlin,0,Machine Learning Engineer,7,Python,English,100-1000,Startup,Сommerce,0.0,105000.0
04.12.2019 20:12:18,29.0,Male,Amsterdam,Senior,Backend Developer,4,Java,Russian,100-1000,Product,Finance / Insurance,0.0,65000.0
04.12.2019 20:14:44,38.0,Male,Berlin,Senior,Backend Developer,7,Java,English,100-1000,Startup,Transport,70000.0,80000.0
04.12.2019 20:33:27,31.0,Male,Berlin,Senior,Machine Learning Engineer,5,Python,English,1000+,Product,0,0.0,150000.0
04.12.2019 20:37:47,35.0,Male,Hamburg,Middle,Manager,9,Python,Deutsch,1000+,Product,Manufacture,112000.0,115001.0
04.12.2019 20:40:28,29.0,Male,Berlin,Senior,DevOps,8,Kubernetes,English,100-1000,Product,Software Development,70002.0,85001.0
04.12.2019 20:45:16,38.0,Male,Cork,Senior,Software Architect,15,SQL,English,1000+,Product,IT,108000.0,136000.0
04.12.2019 20:54:58,40.0,Female,Berlin,Senior,Backend Developer,18,Java,English,1000+,Product,Сommerce,78000.0,90000.0
04.12.2019 21:03:20,26.0,Female,Berlin,Junior,Data Scientist,2,Python,English,50-100,Startup,Finance / Insurance,45000.0,47000.0
04.12.2019 21:12:46,27.0,Male,Munich,Middle,QA,3,Not Relevant,English,100-1000,Product,Сommerce,0.0,53600.0
04.12.2019 21:21:37,25.0,Male,Hamburg,Middle,Frontend Developer,4,Javascript / Typescript,English,1000+,Product,0,60000.0,66000.0
04.12.2019 21:29:09,38.0,Female,Berlin,Senior,Data Scientist,3,Python,English,50-100,Startup,Finance / Insurance,0.0,62000.0
04.12.2019 21:37:14,32.0,Male,Berlin,Senior,Software Architect,4,Not Relevant,English,1000+,Consulting / Agency,Finance / Insurance,84000.0,102000.0
04.12.2019 21:40:13,0.0,Male,Hamburg,Senior,Frontend Developer,20,Javascript / Typescript,Russian,1000+,Product,Сommerce,0.0,95001.0
04.12.2019 21:53:33,34.0,Male,Hamburg,Middle,Backend Developer,10,Ruby,English,50-100,Product,Manufacture,60000.0,65000.0
04.12.2019 22:07:24,28.0,Male,Berlin,Middle,Data Engineer,2,Not Relevant,Deutsch,1000+,Consulting / Agency,Software Development,126000.0,114000.01
04.12.2019 22:07:34,0.0,Male,Berlin,Senior,Machine Learning Engineer,7,Python,English,1000+,Product,0,0.0,146000.0
04.12.2019 22:07:52,33.0,Male,Berlin,Junior,Support,2,Not Relevant,Deutsch,100-1000,Product,Сonstruction,30000.0,39000.0
04.12.2019 22:09:11,31.0,Male,Munich,Senior,QA,8,Java,English,100-1000,Product,Dating,0.0,73000.0
04.12.2019 22:11:43,0.0,Male,Zug,Senior,Backend Developer,12,Java,Deutsch,100-1000,Product,Finance / Insurance,0.0,263000.0
04.12.2019 22:17:52,30.0,Male,Berlin,Middle,Data Scientist,8,Python,English,100-1000,Product,Сommerce,0.0,114500.0
04.12.2019 22:28:46,35.0,Male,Berlin,Middle,Business Analyst,7,SQL,English,100-1000,Startup,Finance / Insurance,46000.0,57000.0
04.12.2019 22:29:40,0.0,Male,Amsterdam,Senior,Data Scientist,3,R,Dutch,1000+,Consulting / Agency,IT,48002.0,62501.0
04.12.2019 22:31:12,30.0,Male,Berlin,Senior,Data Scientist,4,SQL,English,100-1000,Startup,Transport,50000.0,66000.0
04.12.2019 22:48:15,26.0,Male,Frankfurt,Junior,Business Analyst,1,Not Relevant,Deutsch,1000+,Consulting / Agency,Finance / Insurance,0.0,44000.0
04.12.2019 22:52:47,0.0,Male,Berlin,Senior,Backend Developer,15,PHP,English,100-1000,Product,Media,58.0,58000.1
04.12.2019 22:56:12,0.0,Male,Berlin,Senior,Researcher,9,Python,English,1000+,Product,Сommerce,0.0,153000.0
04.12.2019 23:10:59,23.0,Male,Cologne,Junior,Fullstack Developer,1,Java,Deutsch,up to 10,Startup,HR,0.0,30000.0
04.12.2019 23:12:54,26.0,Male,Amsterdam,Middle,Data Scientist,5,Python,English,100-1000,Product,0,0.0,140000.0
04.12.2019 23:22:22,44.0,Male,Hamburg,Senior,"CTO (CEO, CFO)",15,PHP,Deutsch,100-1000,Product,Scientific Activities,0.0,100000.0
04.12.2019 23:52:25,30.0,Male,Frankfurt,Senior,Data Scientist,4,Python,English,50-100,Product,Сommerce,75000.0,88000.0
05.12.2019 00:03:16,37.0,Male,Berlin,Senior,Manager,15,Python,English,100-1000,Startup,SAS,0.0,80000.0
05.12.2019 00:04:58,46.0,Male,Hamburg,Senior,Fullstack Developer,11,Java,Deutsch,10-50,Product,Scientific Activities,53000.0,60000.0
05.12.2019 00:07:27,28.0,Male,Munich,Middle,Data Engineer,4,Python,English,10-50,Consulting / Agency,Transport,66000.0,63000.0
05.12.2019 00:27:04,41.0,Male,Heidelberg,Senior,Data Scientist,10,Python,English,50-100,Startup,Transport,127000.0,133000.0
05.12.2019 00:46:31,24.0,Male,Brussels,Junior,Data Scientist,2,Python,French,1000+,Consulting / Agency,IT,0.0,33000.0
05.12.2019 00:47:21,0.0,Male,Munich,Senior,Manager,16,R,English,1000+,Consulting / Agency,0,0.0,84000.0
05.12.2019 00:47:52,0.0,Male,Munich,Senior,Manager,16,R,English,1000+,Consulting / Agency,0,0.0,84000.0
05.12.2019 01:17:29,27.0,Male,Berlin,Senior,Business Analyst,5,Python,English,100-1000,Consulting / Agency,Finance / Insurance,55000.0,62000.0
05.12.2019 02:54:24,39.0,Male,Berlin,Senior,Data Scientist,5,Not Relevant,Deutsch,0,0,Manufacture,0.0,85000.0
05.12.2019 05:53:14,31.0,Male,Berlin,Middle,Product Manager,5,Not Relevant,Deutsch,50-100,Product,Education,45002.0,55002.0
05.12.2019 07:02:04,40.0,Female,Berlin,Senior,Backend Developer,10,C/C++,English,10-50,Startup,Health,63000.0,68000.0
05.12.2019 07:16:22,35.0,Male,Berlin,Senior,Software Architect,8,Java,English,1000+,Product,Сommerce,100000.0,115000.0
05.12.2019 07:41:11,36.0,Male,Bielefeld,Senior,Fullstack Developer,16,PHP,English,10-50,Product,Software Development,72000.0,72000.0
05.12.2019 07:41:29,30.0,Female,Berlin,Junior,QA,1,0,English,10-50,Startup,Finance / Insurance,0.0,36000.0
05.12.2019 07:42:47,27.0,Male,Berlin,Senior,Backend Developer,8,Go,English,1000+,Product,Transport,80000.0,75000.0
05.12.2019 07:44:47,30.0,Male,Berlin,Senior,DevOps,8,Java,English,1000+,Product,Transport,60000.0,70600.0
05.12.2019 07:57:37,30.0,Male,Berlin,Senior,Backend Developer,9,Java,English,100-1000,Startup,Tourism,79000.0,79000.0
05.12.2019 08:06:00,0.0,Female,Berlin,Senior,Fullstack Developer,10,Java,Deutsch,100-1000,Consulting / Agency,Finance / Insurance,0.0,69500.0
05.12.2019 08:11:01,34.0,Male,Berlin,Senior,Backend Developer,6,Python,Deutsch,50-100,Product,0,52000.0,60000.0
05.12.2019 08:20:02,40.0,Female,Munich,Middle,Backend Developer,15,C/C++,English,100-1000,Product,Сommerce,0.0,68000.0
05.12.2019 08:27:01,40.0,Female,Munich,Middle,Backend Developer,15,C/C++,English,100-1000,Product,Сommerce,0.0,68000.0
05.12.2019 08:32:27,33.0,Male,Berlin,Senior,Backend Developer,11,Ruby,English,100-1000,Product,Finance / Insurance,85000.0,109000.0
05.12.2019 08:44:13,35.0,Male,Berlin,Senior,Backend Developer,12,PHP,English,up to 10,Startup,Сommerce,0.0,90000.0
05.12.2019 08:46:19,0.0,Female,Berlin,Senior,QA,13,Java,English,10-50,Startup,Scientific Activities,53000.0,69000.0
05.12.2019 08:55:01,34.0,Female,Berlin,Middle,Data Scientist,2,Python,English,1000+,Consulting / Agency,0,51000.0,65000.0
05.12.2019 09:05:23,42.0,Male,Berlin,Senior,Software Architect,20,C/C++,English,1000+,Product,Transport,90000.0,95010.0
05.12.2019 09:09:26,30.0,Female,Berlin,Middle,Data Scientist,5,Python,English,1000+,Product,Real Estate,54000.0,65000.0
05.12.2019 09:13:33,30.0,Male,Berlin,Senior,Backend Developer,10,Python,English,100-1000,Startup,0,66000.0,75000.0
05.12.2019 09:14:09,30.0,Male,Berlin,Senior,Fullstack Developer,6,Javascript / Typescript,English,10-50,Product,Real Estate,58000.0,98000.0
05.12.2019 09:29:12,32.0,Female,Berlin,Middle,Mobile Developer,7,Kotlin,English,1000+,Product,Сommerce,52000.0,55000.0
05.12.2019 09:29:58,29.0,Female,Berlin,Middle,Data Scientist,2,Python,English,100-1000,0,IT,40000.0,40000.0
05.12.2019 09:32:27,0.0,Male,Berlin,Senior,Data Scientist,6,Python,English,100-1000,Startup,0,0.0,108000.0
05.12.2019 09:38:10,29.0,Male,Berlin,Senior,Fullstack Developer,8,Javascript / Typescript,English,1000+,Startup,Agriculture,80000.0,78000.0
05.12.2019 09:42:06,29.0,Male,Berlin,Middle,Backend Developer,7,Go,English,100-1000,Product,0,0.0,60000.0
05.12.2019 09:42:21,24.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,English,100-1000,Product,Finance / Insurance,0.0,66000.0
05.12.2019 09:47:36,37.0,Male,Berlin,Senior,Data Scientist,15,Not Relevant,English,10-50,Startup,Health,0.0,85000.0
05.12.2019 09:48:37,26.0,Male,Frankfurt,Middle,Frontend Developer,6,Javascript / Typescript,Deutsch,100-1000,Product,Finance / Insurance,71000.0,81000.0
05.12.2019 09:52:03,37.0,Male,Dublin,Senior,Manager,15,Not Relevant,English,1000+,Product,Finance / Insurance,430000.0,113000.0
05.12.2019 09:52:25,36.0,Male,Berlin,Senior,Backend Developer,10,Java,Deutsch,1000+,Product,Finance / Insurance,55000.0,62000.0
05.12.2019 10:04:30,33.0,Male,Berlin,Senior,Data Engineer,3,Python,English,0,Product,0,0.0,63000.0
05.12.2019 10:25:42,30.0,Male,Berlin,Senior,Software Architect,10,AWS,English,1000+,Product,Cloud,66000.0,95000.0
05.12.2019 10:31:36,35.0,Female,Berlin,Junior,Frontend Developer,2,Javascript / Typescript,English,100-1000,Startup,IoT,40000.0,50000.0
05.12.2019 10:37:31,23.0,Male,Jyvaskyla,Middle,Backend Developer,2,Python,English,100-1000,Product,Сommerce,24000.0,36000.0
05.12.2019 10:39:25,28.0,Male,Berlin,Senior,Backend Developer,7,Java,English,100-1000,Product,Real Estate,72000.0,85000.0
05.12.2019 10:43:01,31.0,Male,Berlin,Senior,Business Analyst,8,SQL,English,1000+,Product,Сommerce,102000.0,111000.0
05.12.2019 10:44:14,28.0,Male,Berlin,Senior,DevOps,6,AWS,English,50-100,Product,Finance / Insurance,0.0,80000.0
05.12.2019 11:46:19,27.0,Male,Berlin,Senior,Data Engineer,5,Python,English,1000+,Product,Сommerce,82000.0,94000.0
05.12.2019 11:59:21,0.0,Male,Toulouse,Middle,Data Scientist,3,Python,French,100-1000,Product,Manufacture,61000.0,59000.0
05.12.2019 12:24:15,32.0,Male,Stuttgart,Senior,Frontend Developer,12,Javascript / Typescript,Deutsch,1000+,Product,Transport,55000.0,74000.0
05.12.2019 12:33:27,35.0,Male,Berlin,Senior,Fullstack Developer,15,PHP,English,1000+,Product,Сommerce,0.0,35000.0
05.12.2019 12:56:17,25.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,English,100-1000,Product,Finance / Insurance,0.0,60000.0
05.12.2019 13:14:29,35.0,Male,Berlin,Senior,Data Engineer,15,Python,English,100-1000,Product,Сommerce,0.0,75000.0
05.12.2019 13:14:46,34.0,Female,Munich,Senior,Business Analyst,9,Python,English,50-100,Startup,Real Estate,65000.0,75001.0
05.12.2019 13:28:32,29.0,Female,Berlin,Middle,Data Scientist,3,Python,Deutsch,100-1000,Product,Finance / Insurance,55000.0,57000.0
05.12.2019 13:37:42,34.0,Male,Frankfurt,Middle,Data Scientist,3,Python,English,1000+,Product,Telecom,50002.0,50001.0
05.12.2019 13:42:19,35.0,Female,Berlin,Senior,Data Scientist,5,Python,English,10-50,Startup,Gaming,68000.0,71000.0
05.12.2019 13:52:15,34.0,Male,Berlin,Senior,Manager,10,Not Relevant,English,1000+,Bodyshop / Outsource,0,0.0,66000.0
05.12.2019 13:54:32,39.0,Male,Berlin,Senior,Data Engineer,3,SQL,English,100-1000,Startup,IT,56000.0,63000.0
05.12.2019 14:01:04,0.0,Female,Berlin,Senior,QA,11,Not Relevant,English,100-1000,Consulting / Agency,0,0.0,72500.0
05.12.2019 14:10:19,39.0,Male,Dubai,Senior,Researcher,18,Python,English,1000+,Startup,Сommerce,120000.0,120000.1
05.12.2019 14:16:49,34.0,Male,Berlin,Senior,Data Scientist,4,R,English,100-1000,Product,Finance / Insurance,87000.0,77000.0
05.12.2019 14:23:38,27.0,Male,Munich,Senior,Data Scientist,7,Python,English,100-1000,Product,Сommerce,75000.0,90000.0
05.12.2019 14:29:09,30.0,Male,Munich,Senior,Backend Developer,10,PHP,English,1000+,Product,Transport,0.0,80000.0
05.12.2019 14:51:46,32.0,Female,Munich,Middle,Fullstack Developer,5,Python,English,50-100,Startup,Tourism,66000.0,70000.0
05.12.2019 14:59:20,35.0,Male,Berlin,Senior,Mobile Developer,8,Kotlin,Deutsch,50-100,Product,IT,56000.0,70000.0
05.12.2019 15:01:08,29.0,Male,Frankfurt,Senior,Data Scientist,1,R,Deutsch,1000+,Consulting / Agency,Finance / Insurance,70400.0,69000.0
05.12.2019 15:16:13,34.0,Male,Berlin,Middle,Frontend Developer,3,Javascript / Typescript,English,100-1000,Product,Сommerce,0.0,50000.0
05.12.2019 15:49:39,27.0,Male,Berlin,Middle,QA,4,Not Relevant,English,100-1000,Product,Cloud,0.0,58000.0
05.12.2019 15:52:31,27.0,Male,Berlin,Middle,Frontend Developer,5,Javascript / Typescript,Deutsch,100-1000,Product,Сonstruction,48000.0,65000.0
05.12.2019 16:09:01,34.0,Male,Hamburg,Senior,Data Scientist,9,Kotlin,English,100-1000,Consulting / Agency,Сommerce,0.0,105000.0
05.12.2019 17:46:15,33.0,Male,Berlin,Senior,Frontend Developer,11,Javascript / Typescript,English,10-50,Startup,Сommerce,70002.0,70001.0
05.12.2019 17:46:24,0.0,Male,Berlin,Senior,Data Scientist,8,Python,English,1000+,Product,0,0.0,143000.0
05.12.2019 18:14:53,45.0,Female,Berlin,Senior,QA,15,Java,English,100-1000,Startup,Finance / Insurance,47002.0,71500.0
05.12.2019 18:33:01,35.0,Male,Munich,Senior,Database Developer (DBA),14,0,English,100-1000,Consulting / Agency,IT,0.0,68000.0
05.12.2019 19:02:28,33.0,Female,Berlin,Middle,Data Scientist,1,Python,English,100-1000,Startup,Education,45000.0,50000.0
05.12.2019 19:07:30,32.0,Female,Berlin,Senior,QA,8,Python,English,100-1000,Product,Сommerce,0.0,42000.0
05.12.2019 19:09:28,25.0,Male,Moscow,Middle,Frontend Developer,3,Javascript / Typescript,Russian,1000+,Product,SEO,17002.0,29301.0
05.12.2019 19:16:09,27.0,Female,Düsseldorf,Junior,Data Scientist,1,Python,English,1000+,Product,Сommerce,0.0,60000.0
05.12.2019 19:31:49,36.0,Male,Hamburg,Lead,Machine Learning Engineer,5,Python,Deutsch,10-50,Consulting / Agency,IT,85000.0,95000.0
05.12.2019 19:33:03,33.0,Male,Berlin,Senior,"CTO (CEO, CFO)",16,Not Relevant,English,100-1000,Product,Сommerce,95000.0,140000.0
05.12.2019 20:07:56,42.0,Male,Munich,Middle,DevOps,7,AWS,English,100-1000,Product,Tourism,0.0,68000.0
05.12.2019 20:20:22,32.0,Male,Berlin,Middle,Backend Developer,2,Java,English,1000+,Product,Сommerce,49000.0,53900.0
05.12.2019 20:57:02,37.0,Male,Munich,Senior,Backend Developer,14,C/C++,English,100-1000,Product,Finance / Insurance,0.0,75000.0
05.12.2019 21:14:36,32.0,Male,Berlin,Senior,Backend Developer,10,Java,Deutsch,100-1000,Consulting / Agency,Transport,0.0,110000.0
05.12.2019 21:21:47,42.0,Male,Frankfurt,Senior,Manager,18,Not Relevant,Deutsch,1000+,Consulting / Agency,Finance / Insurance,85000.0,88500.0
05.12.2019 21:34:35,37.0,Male,Hamburg,Senior,Backend Developer,12,Java,English,100-1000,Product,Сommerce,65000.0,72000.0
05.12.2019 21:52:03,34.0,Male,Munich,Senior,Backend Developer,12,Java,English,1000+,Product,IT,0.0,73000.0
05.12.2019 22:11:37,0.0,Male,Munich,Lead,Backend Developer,11,Java,English,1000+,Product,0,0.0,206000.0
05.12.2019 22:13:22,0.0,Female,Stuttgart,Senior,SAP Consultant,7,Not Relevant,Deutsch,100-1000,Product,Manufacture,0.0,108000.0
05.12.2019 22:22:55,32.0,Male,Berlin,Senior,Backend Developer,12,Ruby,English,100-1000,Product,Advertising,69000.0,80500.0
05.12.2019 22:32:20,33.0,Male,Zurich,Senior,Backend Developer,6,Java,Deutsch,100-1000,Consulting / Agency,Сommerce,0.0,120000.0
05.12.2019 22:37:31,27.0,Male,Berlin,Senior,Backend Developer,6,Java,English,100-1000,Product,Real Estate,0.0,70000.0
05.12.2019 22:56:32,48.0,Male,Berlin,0,System Administrator,18,Powershell,English,100-1000,Product,0,55000.0,55000.0
05.12.2019 23:00:36,28.0,Female,Berlin,Junior,Data Scientist,1,R,Deutsch,10-50,Consulting / Agency,Agriculture,0.0,50000.0
05.12.2019 23:06:14,32.0,Male,Berlin,Lead,Software Engineer,10,Not Relevant,English,1000+,Product,Transport,75000.0,83000.0
05.12.2019 23:22:42,26.0,Male,Munich,Middle,Backend Developer,3,Java,English,0,Product,0,53000.0,56000.0
